637894677824413000,Sun Aug 30 07:48:37 +0000 2015,Sun Aug 30 07:48:37 +0000 2015,It's just over 2 years since I was diagnosed with #anxiety and #depression. Today I'm taking a moment to reflect on how far I've come since.,1013187241,84,211,251,837,0,1
637890384576778000,Sun Aug 30 07:31:33 +0000 2015,Sun Aug 30 07:31:33 +0000 2015,"It's Sunday, I need a break, so I'm planning to spend as little time as possible on the #A14...",1013187241,84,211,251,837,1,1
637749345908051000,Sat Aug 29 22:11:07 +0000 2015,Sat Aug 29 22:11:07 +0000 2015,Awake but tired. I need to sleep but my brain has other ideas...,1013187241,84,211,251,837,0,1
637696421077123000,Sat Aug 29 18:40:49 +0000 2015,Sat Aug 29 18:40:49 +0000 2015,RT @SewHQ: #Retro bears make perfect gifts and are great for beginners too! Get stitching with October's Sew on sale NOW! #yay http://t.co/…,1013187241,84,211,251,837,2,1
637696327485366000,Sat Aug 29 18:40:26 +0000 2015,Sat Aug 29 18:40:26 +0000 2015,It’s hard to say whether packing lists are making life easier or just reinforcing how much still needs doing... #movinghouse #anxiety,1013187241,84,211,251,837,1,1
637692793083817000,Sat Aug 29 18:26:24 +0000 2015,Sat Aug 29 18:26:24 +0000 2015,Making packing lists is my new hobby... #movinghouse,1013187241,84,211,251,837,1,1
637691649943072000,Sat Aug 29 18:21:51 +0000 2015,Sat Aug 29 18:21:51 +0000 2015,At what point does keeping stuff for nostalgic reasons cross the line into plain old hoarding...? #movinghouse,1013187241,84,211,251,837,1,1
637689418472652000,Sat Aug 29 18:12:59 +0000 2015,Sat Aug 29 18:12:59 +0000 2015,Currently in the finding-boxes-of-random-shit packing phase. I think I’m a closet hoarder...,1013187241,84,211,251,837,0,1
637687177946734000,Sat Aug 29 18:04:05 +0000 2015,Sat Aug 29 18:04:05 +0000 2015,"Can't be bothered to cook, take away on the way 😁👍🏼 #lazy",1013187241,84,211,251,837,0,1
637684866906255000,Sat Aug 29 17:54:54 +0000 2015,Sat Aug 29 17:54:54 +0000 2015,RT @itventsnews: ITV releases promo video for the final series of Downton Abbey http://t.co/mC8Ive72zR http://t.co/CFBKrRvJIs,1013187241,84,211,251,837,41,1
637684675557896000,Sat Aug 29 17:54:08 +0000 2015,Sat Aug 29 17:54:08 +0000 2015,"... also, I have too much stuff. Way, way too much #movinghouse",1013187241,84,211,251,837,1,1
637684322078707000,Sat Aug 29 17:52:44 +0000 2015,Sat Aug 29 17:52:44 +0000 2015,I never want to put one of these together again #lotharderthanitlooks http://t.co/70ujlTCKlB,1013187241,84,211,251,837,0,1
637555158440902000,Sat Aug 29 09:19:29 +0000 2015,Sat Aug 29 09:19:29 +0000 2015,Moving stuff is bloomin’ knackering... and there’s still loads to do... 😥,1013187241,84,211,251,837,0,1
637550791847510000,Sat Aug 29 09:02:08 +0000 2015,Sat Aug 29 09:02:08 +0000 2015,"Back at the house, moving stuff. It’s so peaceful here... I ❤️ 🏡 😊",1013187241,84,211,251,837,0,1
637314209559281000,Fri Aug 28 17:22:02 +0000 2015,Fri Aug 28 17:22:02 +0000 2015,Urgh. Anxiety. FFS where does it come from?! (Breathe...),1013187241,84,211,251,837,0,1
637310611244892000,Fri Aug 28 17:07:45 +0000 2015,Fri Aug 28 17:07:45 +0000 2015,"I have too much stuff. Way, way too much... Massive purge on the way.",1013187241,84,211,251,837,0,1
637224036918013000,Fri Aug 28 11:23:44 +0000 2015,Fri Aug 28 11:23:44 +0000 2015,Hideous traffic on the A14. Must remember to pay closer attention to the traffic reports...,1013187241,84,211,251,837,0,1
637208158553931000,Fri Aug 28 10:20:38 +0000 2015,Fri Aug 28 10:20:38 +0000 2015,Packing and purging. Feels good 😊👍🏼,1013187241,84,211,251,837,0,1
637181954975252000,Fri Aug 28 08:36:30 +0000 2015,Fri Aug 28 08:36:30 +0000 2015,In B&amp;Q looking at internal doors. Fun times 😉,1013187241,84,211,251,837,0,1
637145132949766000,Fri Aug 28 06:10:11 +0000 2015,Fri Aug 28 06:10:11 +0000 2015,"Time to get up. So many things to do, such a busy day ahead...",1013187241,84,211,251,837,0,1
637133358812778000,Fri Aug 28 05:23:24 +0000 2015,Fri Aug 28 05:23:24 +0000 2015,It's 6:20... do I get up or lie here a little longer with my cat buddy... ❓,1013187241,84,211,251,837,0,1
637132570354950000,Fri Aug 28 05:20:16 +0000 2015,Fri Aug 28 05:20:16 +0000 2015,There's nothing like cocktails and exhaustion to aid a good night's  sleep...,1013187241,84,211,251,837,0,1
636996790693269000,Thu Aug 27 20:20:44 +0000 2015,Thu Aug 27 20:20:44 +0000 2015,Great night out with my favourite ladies. Much needed after the past few days. I love them so much 💕,1013187241,84,211,251,837,0,1
636603948711956000,Wed Aug 26 18:19:43 +0000 2015,Wed Aug 26 18:19:43 +0000 2015,Sat down on the sofa for a quick rest... an hour ago. Need to move.,1013187241,84,211,251,837,0,1
636562582321635000,Wed Aug 26 15:35:21 +0000 2015,Wed Aug 26 15:35:21 +0000 2015,How much do I want pizza right now...?,1013187241,84,211,251,837,0,1
636443677511057000,Wed Aug 26 07:42:51 +0000 2015,Wed Aug 26 07:42:51 +0000 2015,"I will always love you.

Peter Gabriel - In Your Eyes http://t.co/foAexmvoid",1013187241,84,211,251,837,0,1
636441987101655000,Wed Aug 26 07:36:08 +0000 2015,Wed Aug 26 07:36:08 +0000 2015,Such a busy day ahead. I need to focus but I'm feeling on the edge of derailment right now.,1013187241,84,211,251,837,0,1
636439953547882000,Wed Aug 26 07:28:04 +0000 2015,Wed Aug 26 07:28:04 +0000 2015,Even now the smallest thing still makes my heart break. I doesn't feel like that ever goes away.,1013187241,84,211,251,837,0,1
636429433415581000,Wed Aug 26 06:46:15 +0000 2015,Wed Aug 26 06:46:15 +0000 2015,"Why is choosing a curtain pole suddenly so confusing? Too. Many. Choices. And yes, I know this isn't a 'real' problem.",1013187241,84,211,251,837,0,1
636242913916264000,Tue Aug 25 18:25:06 +0000 2015,Tue Aug 25 18:25:06 +0000 2015,Completed on my house. Got the keys. What a fab day! Whoop! 🏡🎉💕,1013187241,84,211,251,837,0,1
636090260187910000,Tue Aug 25 08:18:30 +0000 2015,Tue Aug 25 08:18:30 +0000 2015,"RT @CPHighWycombe: @CatsProtection Hi - could you retweet our long stayers, Sammy and Suki? Photographed them today...buckscats.org.uk http…",1013187241,84,211,251,837,70,1
636050135546494000,Tue Aug 25 05:39:04 +0000 2015,Tue Aug 25 05:39:04 +0000 2015,Big day today 🏡😁🎉,1013187241,84,211,251,837,0,1
635927041955766000,Mon Aug 24 21:29:56 +0000 2015,Mon Aug 24 21:29:56 +0000 2015,How lovely #PandaStory  https://t.co/GgaVEkymp7,1013187241,84,211,251,837,0,1
635883090565533000,Mon Aug 24 18:35:17 +0000 2015,Mon Aug 24 18:35:17 +0000 2015,RT @SewHQ: The weather outside is frightful...but our makes are so delightful! Here's a sneak peak of October issue's projects! http://t.co…,1013187241,84,211,251,837,4,1
635879517026938000,Mon Aug 24 18:21:05 +0000 2015,Mon Aug 24 18:21:05 +0000 2015,That's good news at least https://t.co/1S0L7ZAqjr,1013187241,84,211,251,837,0,1
635879398315556000,Mon Aug 24 18:20:37 +0000 2015,Mon Aug 24 18:20:37 +0000 2015,Had a headache so took a nap. For three hours! Woke up a bit confused as to time and day... 😴,1013187241,84,211,251,837,0,1
635829485284261000,Mon Aug 24 15:02:17 +0000 2015,Mon Aug 24 15:02:17 +0000 2015,RT @deliciousmag: On a budget? We have 21 recipes for £1.50 or less a head and they don't compromise on flavour. http://t.co/0CGzPXJLrP htt…,1013187241,84,211,251,837,16,1
635827655456198000,Mon Aug 24 14:55:00 +0000 2015,Mon Aug 24 14:55:00 +0000 2015,RT @RSPCA_official: RT @ncolondon: @RSPCA_official Please RT for us.... 80yr old dog owner getting very distraught over his lost dog 😓 http…,1013187241,84,211,251,837,238,1
635823998379655000,Mon Aug 24 14:40:28 +0000 2015,Mon Aug 24 14:40:28 +0000 2015,"RT @BBCCambs: Flying displays by vintage jets ""significantly restricted"" until further notice by CAA - limited to fly pasts.",1013187241,84,211,251,837,1,1
635718588171702000,Mon Aug 24 07:41:37 +0000 2015,Mon Aug 24 07:41:37 +0000 2015,"RT @craftsbeautiful: Happy #Monday, crafters! If you need a bit of a pick-me-up to get you started, check this out: http://t.co/5xa87FWND4 …",1013187241,84,211,251,837,4,1
635717273462902000,Mon Aug 24 07:36:23 +0000 2015,Mon Aug 24 07:36:23 +0000 2015,They don't sleep like this now 💕... #catsoftwitter http://t.co/sya7RRr2Fa http://t.co/AgJ2tx5f93,1013187241,84,211,251,837,0,1
635711239046475000,Mon Aug 24 07:12:24 +0000 2015,Mon Aug 24 07:12:24 +0000 2015,Truly so awful 😟 https://t.co/jI4Lw4K8co,1013187241,84,211,251,837,0,1
635710739081261000,Mon Aug 24 07:10:25 +0000 2015,Mon Aug 24 07:10:25 +0000 2015,I don't understand this. What does it achieve?!😕Palmyra's Baalshamin temple 'blown up by IS' http://t.co/XvuLGzu73Q,1013187241,84,211,251,837,0,1
635698503784730000,Mon Aug 24 06:21:48 +0000 2015,Mon Aug 24 06:21:48 +0000 2015,"RT @designtaxi: Cigarettes made out of green tea leaves, claim to help you quit smoking http://t.co/F7MVaZdBis http://t.co/HaKwgTO1fO",1013187241,84,211,251,837,34,1
635569269787500000,Sun Aug 23 21:48:16 +0000 2015,Sun Aug 23 21:48:16 +0000 2015,Not having to get up in the morning for two whole weeks. Bliss. 😊,1013187241,84,211,251,837,0,1
635543618380562000,Sun Aug 23 20:06:21 +0000 2015,Sun Aug 23 20:06:21 +0000 2015,I feel like an invisible hand is trying to remove both my eyeballs with a spoon 😖,1013187241,84,211,251,837,0,1
635542289629192000,Sun Aug 23 20:01:04 +0000 2015,Sun Aug 23 20:01:04 +0000 2015,RT @designtaxi: ‘Hair tapestry’ is the latest hair trend http://t.co/nEqzTNqVjJ http://t.co/WrjBKlcVvo,1013187241,84,211,251,837,12,1
635533454076215000,Sun Aug 23 19:25:57 +0000 2015,Sun Aug 23 19:25:57 +0000 2015,It feels like #shoreham coverage and alt media has now gone beyond news to 'ghoulish'...,1013187241,84,211,251,837,0,1
635532439201415000,Sun Aug 23 19:21:55 +0000 2015,Sun Aug 23 19:21:55 +0000 2015,"@ThomasEvansUKIP it's The Mail, it's entirely their MO. Mail Online is barely 'news' 😕",1013187241,84,211,251,837,0,1
635527712275308000,Sun Aug 23 19:03:08 +0000 2015,Sun Aug 23 19:03:08 +0000 2015,@OffensiveBanter it's so awful 😟,1013187241,84,211,251,837,0,1
635526891013828000,Sun Aug 23 18:59:52 +0000 2015,Sun Aug 23 18:59:52 +0000 2015,The awfulness of it continues. Heartbreaking 😟 https://t.co/wdZELWA3ah,1013187241,84,211,251,837,0,1
635489332082683000,Sun Aug 23 16:30:38 +0000 2015,Sun Aug 23 16:30:38 +0000 2015,Lazy afternoon snooze with my kitty cat... #lazysunday,1013187241,84,211,251,837,0,1
635480709331877000,Sun Aug 23 15:56:22 +0000 2015,Sun Aug 23 15:56:22 +0000 2015,The pain and heartbreak of tragedy is such a confusing emotion. I feel such sadness for my south coast friends #shoreham,1013187241,84,211,251,837,1,1
635466276417204000,Sun Aug 23 14:59:01 +0000 2015,Sun Aug 23 14:59:01 +0000 2015,Pouring with rain in #cambridge. That sun didn't last long... 😕,1013187241,84,211,251,837,1,1
